"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"nlsecondaryb","numeric",217,0,195,2.79609245063623e-17,-0.226310642508193,-0.226310642508193,NA,1,NA,-0.490985337743585,11.2956160209103,11.7866013586539,7.85626602176188,23.7855191295459,78.0053687463579,118.609425912384,NA,NA
"nusecondaryb","numeric",217,0,175,2.97905781264738e-18,-0.252859653743999,-0.252859653743999,NA,1,NA,-0.482957789415972,10.1715863188732,10.6545441082892,6.78508862031368,20.54243768313,57.3143507953032,87.1481329250087,NA,NA
"nltertiaryb","numeric",217,0,174,-4.78460417247203e-18,-0.272823270259455,-0.272823270259455,NA,1,NA,-0.480991172295015,9.31647639090037,9.79746756319539,6.23040244831733,18.8630777278576,47.6698890176377,72.4834490312318,NA,NA
"nutertiaryb","numeric",217,0,163,3.71116907686075e-17,-0.279638847820418,-0.279638847820418,NA,1,NA,-0.462031315850965,8.77803994192296,9.24007125777393,5.85856226238651,17.7372996761608,41.4611795967243,63.0429262581665,NA,NA
"nprimnot","numeric",217,0,210,-3.78066793501408e-17,-0.236074966670853,-0.236074966670853,NA,1,NA,-0.505803900553044,11.7316139235907,12.2374178241437,8.31383697564682,25.1708544334431,88.0500558640337,133.882664045146,NA,NA
"nnprimpov50","numeric",217,0,156,-5.34646571766492e-17,-0.42094996543063,-0.42094996543063,NA,1,NA,-0.571451932064157,7.30253732226265,7.8739892543268,3.44922897448452,10.4428365240599,16.027944642613,24.3709547582206,NA,NA
"nchnprimu50","numeric",217,0,210,-3.78066793501408e-17,-0.236074966670853,-0.236074966670853,NA,1,NA,-0.505803900553044,11.7316139235907,12.2374178241437,8.31383697564682,25.1708544334431,88.0500558640337,133.882664045146,NA,NA
"ntv","numeric",217,0,210,1.08314045376821e-17,-0.242557196707085,-0.242557196707085,NA,1,NA,-0.425566385200911,9.58242627370526,10.0079926589062,6.34699095798495,19.216059439437,48.4401881602614,73.6547112219726,NA,NA
"nfridge","numeric",217,0,204,-3.41798482118587e-17,-0.242564491097025,-0.242564491097025,NA,1,NA,-0.425573749257506,9.58242271942115,10.0079964686787,6.34698027726176,19.2160271026316,48.4400835022485,73.654552086428,NA,NA
"ncomputer","numeric",217,0,203,7.5724277079218e-18,-0.242685737288334,-0.242685737288334,NA,1,NA,-0.425539985771516,9.58252626219215,10.0080662479637,6.34721524835796,19.2167384977763,48.4424465469172,73.6581451643926,NA,NA
"ncellphone","numeric",217,0,205,-5.67957059711013e-18,-0.24242339057865,-0.24242339057865,NA,1,NA,-0.425588978483466,9.58240995723383,10.0079989357173,6.34694402106368,19.2159173338826,48.439750894409,73.65404634656,NA,NA
"nphone","numeric",217,0,203,1.18110586435351e-17,-0.242460956191332,-0.242460956191332,NA,1,NA,-0.425627174986903,9.58240623201993,10.0080334070068,6.34690656129971,19.2158039212347,48.4395268263325,73.65370564455,NA,NA
"nagedifmar","numeric",217,0,206,-1.15325136153504e-17,-0.240477371777724,-0.240477371777724,NA,1,NA,-0.45694549120437,8.22077300664685,8.67771849785122,5.90659559482504,17.8827247094282,40.995190037703,62.3343756165255,NA,NA
"nwomo50","numeric",217,0,206,1.67724077554157e-17,-0.236419107670944,-0.236419107670944,NA,1,NA,-0.398174383753222,8.80198346805195,9.20015785180517,6.34100187513316,19.1979269774831,46.2668793111697,70.3501320748724,NA,NA
"nppatloc","numeric",217,0,213,-2.38946667272042e-17,-0.242170472085826,-0.242170472085826,NA,1,NA,-0.425091238419281,9.59611888843571,10.021210126855,6.34924928641192,19.2228967224226,48.5147902758313,73.7681459027105,NA,NA
"npmatloc","numeric",217,0,213,-2.38946667272042e-17,-0.242170472085826,-0.242170472085826,NA,1,NA,-0.425091238419281,9.59611888843571,10.021210126855,6.34924928641192,19.2228967224226,48.5147902758313,73.7681459027105,NA,NA
"npatrilocal","numeric",217,0,213,-2.38946667272042e-17,-0.242170472085826,-0.242170472085826,NA,1,NA,-0.425091238419281,9.59611888843571,10.021210126855,6.34924928641192,19.2228967224226,48.5147902758313,73.7681459027105,NA,NA
"nage09","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nage1019","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nage2029","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nage3039","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nage4049","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nage5059","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nage6069","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nage7079","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nage8089","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nage90hi","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nhhsize","numeric",217,0,217,-1.68886971819807e-17,-0.234189415433191,-0.234189415433191,NA,1,NA,-0.473828721085358,9.40085569887565,9.874684419961,6.59523618847665,19.9676431641127,51.8531489284203,78.8442170711032,NA,NA
"ndepratio","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nyouthdepr","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"nolddepr","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"ndwindowphase","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"npopyoung","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"npopworkage","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"npopold","numeric",217,0,214,3.57716768392959e-17,-0.234724671222677,-0.234724671222677,NA,1,NA,-0.47367954968953,9.40084061486795,9.87452016455748,6.59531158614249,19.9678714370121,51.853231646326,78.8443428460782,NA,NA
"npipedwater","numeric",217,0,206,-1.98991069238094e-18,-0.242409938230412,-0.242409938230412,NA,1,NA,-0.42557624529438,9.58246198461628,10.0080382299107,6.34706385076575,19.2162801285821,48.440921749773,73.6558266661044,NA,NA
"nelectr","numeric",217,0,200,-2.48167382061544e-17,-0.242898714682795,-0.242898714682795,NA,1,NA,-0.425595439937948,9.5824030161478,10.0079984560857,6.34692710040761,19.2158661051453,48.4395771941648,73.6537822303002,NA,NA
"nflushtoilet","numeric",217,0,203,2.72299623965253e-17,-0.242592267365638,-0.242592267365638,NA,1,NA,-0.425601833664709,9.58241148580036,10.0080133194651,6.34693994690871,19.215904999029,48.4397362325697,73.6540240528081,NA,NA
"nsmallhouse","numeric",217,0,209,3.0281591806202e-17,-0.241580123709621,-0.241580123709621,NA,1,NA,-0.424435394016918,9.58368678091328,10.0081221749302,6.35053908507883,19.226801698499,48.4717233293427,73.7026613613141,NA,NA
"nmodsizehouse","numeric",217,0,209,3.0281591806202e-17,-0.241580123709621,-0.241580123709621,NA,1,NA,-0.424435394016918,9.58368678091328,10.0081221749302,6.35053908507883,19.226801698499,48.4717233293427,73.7026613613141,NA,NA
"nlargehouse","numeric",217,0,209,3.0281591806202e-17,-0.241580123709621,-0.241580123709621,NA,1,NA,-0.424435394016918,9.58368678091328,10.0081221749302,6.35053908507883,19.226801698499,48.4717233293427,73.7026613613141,NA,NA
"nnaturalfloor","numeric",217,0,208,3.399598351164e-17,-0.243109590093668,-0.243109590093668,NA,1,NA,-0.424517236377235,9.58134102810237,10.0058582644796,6.34558355321913,19.2117984008103,48.4206930546874,73.6250683484448,NA,NA
